. ,,,,,,,,,,,,,,,,
386,1April 2026,LB,MAISON D'AURA 002,MCQUAY,MCC 50,FCU,,,,,,,,,,
387,1April 2026,LB,MAISON D'AURA 003,ITU,1200,FCU,,,,,,,,,,
388,1April 2026,LB,MAISON D'AURA 004,TRANE,HCCA 14,FCU,,,,,,,,,,
389,1April 2026,LB,IKKUDO ICHI 001,ITU,1400,FCU,,,,,,,,,,
390,1April 2026,LB,IKKUDO ICHI 002,ITU,1400,FCU,,,,,,,,,,
391,1April 2026,LB,IKKUDO ICHI 003,ITU,1400,FCU,,,,,,,,,,
392,1April 2026,LB,BAKERMAN 001,DAIKIN,FWW 1800,FCU,,,,,,,,,,
393,1April 2026,LB,BAKERMAN 002,DAIKIN,FWW 1800,FCU,,,,,,,,,,
394,1April 2026,LB,BAKERMAN 003,DAIKIN,FWW 1800,FCU,,,,,,,,,,
395,1April 2026,LB,BAKERMAN 004,DAIKIN,FWW 1800,FCU,,,,,,,,,,
396,1April 2026,LB,BAKERMAN 005,DAIKIN,FWW 1800,FCU,,,,,,,,,,
397,1April 2026,LB,BAKERMAN 006,DAIKIN,FWW 1800,FCU,,,,,,,,,,
398,1April 2026,LB,BAKERMAN 007,DAIKIN,FWW 1800,FCU,,,,,,,,,,
399,3April 2026,LB,NATURAL FARM,YORK,YCW 1000,FCU,,Kondisi evap sudah rebah,,,,,,,,
400,02 April 2026,LB,PERIPLUS 001,TRANE,HFCA 12,FCU,,,,,,,,,,
401,02 April 2026,LB,PERIPLUS 002,YORK,YBFC-14,FCU,,,,,,,,,,
402,02 April 2026,LB,PASTRI ELLA,TRANE,HFCA 12,FCU,,,,,,,,,,
403,02 April 2026,LB,THE BODY SHOP,YORK,YBFC14,FCU,,"frame filter udara tidak bisa di buka di karena kan terhalang dinding dan terhalang bok duct ting , filter hanya di fakume dan kurang maksimal di karenakan  tidak ada  caltwolk di area dekat unit jika di paksa kan takut ada insident retak ceiling. ",pengadaan caltwolk supaya pemakuman filter bisa maksimal,,,,,,,
404,10 April 2026,LB,%ARABICA,TRANE,HCCA 10,FCU,,,,,,,,,,
405,11 April 2026,LB,STARBUCKS 001,MCQUAY,MCC 50,FCU,,,,,,,,,,
406,11 April 2026,LB,STARBUCKS 002,DAIKIN,DDB 100 BW,FCU,,body unit sudah kropos,,,,,,,,
407,11 April 2026,LB,STARBUCKS 003,DAIKIN,DDB 60 BW,FCU,,tidak bisa di lakukan service di karenakan akses sempit,,,,,,,,
408,11 April 2026,LB,STARBUCKS 004,DAIKIN,FWW 1800,FCU,,tidak bisa di lakukan service di karenakan akses sempit,,,,,,,,
409,11 April 2026,LB,STARBUCKS 005,MCQUAY,MCC 60,FCU,,tidak bisa dilakukan buka nampan bak drain dikarnakan terlalu mepet sm flapon,,,,,,,,
410,11 April 2026,LB,STARBUCKS 006,YORK,SBH 50 DW,FCU,,tidak bisa dilakukan buka nampan bak drain dikarnakan akses terlau mepet sama flapon,,,,,,,,
411,02 April 2026,LB,FLOR 001,MCQUAY,MCC 30,FCU,,,,,,,,,,
412,02 April 2026,LB,FLOR 002,MCQUAY,MCC 60,FCU,,,,,,,,,,
413,02 April 2026,LB,KITCHENETTE 001,MCQUAY,MCC 50,FCU,,"body unit keropos, U-trap tidak ada dan tidak ada airventing",,,,,,,,
414,02 April 2026,LB,KITCHENETTE 002,MCQUAY,MCC 60,FCU,,,,,,,,,,
415,02 April 2026,LB,KITCHENETTE 003,MCQUAY,MDB 75,FCU,,,,,,,,,,
416,02 April 2026,LB,KITCHENETTE 004,YORK,YSB 60 DW,FCU,,,,,,,,,,
417,02 April 2026,LB,SAMSUNG,MCQUAY,MCC 50,FCU,,,,,,,,,,
418,02 April 2026,LB,ECOVACS & TINECO,MCQUAY,MCC 50,FCU,,,,,,,,,,
419,02 April 2026,LB,YVES ROCHER,ITU,1200,FCU,,"sebelum service kondisi mainhol sudah kotor terdpat noda hitam dan retak, akses buka bak terhalang pipa splingker
Dan evap sebagian sudah ada yg rebah",,,,,,,,
420,07 April 2026,LB,CHAGEE 001,TRANE,HCCA 24,FCU,,,,,,,,,,
421,07 April 2026,LB,CHAGEE 002,TRANE,HCCA 18,FCU,,,,,,,,,,
422,07 April 2026,LB,CHAGEE 003,DAIKIN,FWW 1800,FCU,,,,,,,,,,
423,07 April 2026,LB,CHAGEE 004,DAIKIN,FWW 1800,FCU,,,,,,,,,,
424,,LB,KINTARO SUSHI 001,TRANE,HCCA 24,FCU,,,,,,,,,,
425,,LB,KINTARO SUSHI 002,TRANE,HCCA 24,FCU,,,,,,,,,,
426,,LB,KINTARO SUSHI 003,TRANE,HCCA 24,FCU,,,,,,,,,,
427,,LB,KINTARO SUSHI 004,TRANE,HCCA 24,FCU,,,,,,,,,,
428,2-Apr-26,LB,KOPI LUWAK 001,TRANE,HCCA 24,FCU,,,,,,,,,,
429,2-Apr-26,LB,KOPI LUWAK 002,TRANE,HCCA 24,FCU,,,,,,,,,,
430,6-Apr-26,LB,HAKATA 001,TRANE,HCCA 24,FCU,,,,,,,,,,
431,6-Apr-26,LB,HAKATA 002,TRANE,HCCA 24,FCU,,,,,,,,,,
432,6-Apr-26,LB,HAKATA 003,TRANE,HCCA 24,FCU,,,,,,,,,,
433,6-Apr-26,LB,KATSUTOKU 001,TRANE,HCCA 24,FCU,,"akses service sulit/sempit akses buka bak terhalang hollow dan bak drain nozzle nya keropos, filter udara tidak ada","pengadaan filter udara dan akses manholle di area evaporator supply, 
Dan harus segera di lakukan pergantian/perbaikan  bak drain",,,,,,,
434,6-Apr-26,LB,KATSUTOKU 002,TRANE,HCCA 24,FCU,,akses buka manholle terhalang pipa line drain,,,,,,,,
435,3-Apr-26,LB,SNACK ZONE 001,ITU,1200,FCU,,Tidak dapat dilakuakan service hanya sedot bak drain dan line drain..di karnakan akses sempit,,,,,,,,
436,3-Apr-26,LB,SNACK ZONE 002,TRANE,HFCA 12,FCU,,,,,,,,,,
437,8-Apr-26,LB,TOUS LES JOURS 001,YORK,YBFC14,FCU,,,,,,,,,,
438,8-Apr-26,LB,TOUS LES JOURS 002,DAIKIN,DDB 60 BW,FCU,,,,,,,,,,
439,5-Apr-26,LB,EXCELSO,MCQUAY,MCC 60,FCU,,Evap bagian bawah sudah rebah,,,,,,,,
440,4-Apr-26,LB,GUARDIAN 001,TRANE,HCCA 18,FCU,,"akses service sulit/sempit dan bak drain terhalang pipa line drain, 
Hanya bisa di lakukan pemakuman  pada drain/line drain dan filter udara",perubahan/penambahan manhole di area dekat evap dan pipa nozzle.,,,,,,,
441,4-Apr-26,LB,GUARDIAN 002,TRANE,HCCA 14,FCU,,"akses service sulit/sempit dan bak drain terhalang pipa line drain, 
Hanya bisa di lakukan pemakuman  pada drain/line drain dan filter udara",perubahan/penambahan manhole di area dekat evap dan pipa nozzle.,,,,,,,
442,4-Apr-26,LB,GUARDIAN 003,DAIKIN,FWW 1800,FCU,,,,,,,,,,
443,4-Apr-26,LB,GUARDIAN 004,TRANE,HCCA 14,FCU,,,,,,,,,,
444,4-Apr-26,LB,GUARDIAN 005,DAIKIN,FWW 1800,FCU,,,,,,,,,,
445,4-Apr-26,LB,GUARDIAN 006,DAIKIN,FWW 1800,FCU,,,,,,,,,,
446,4-Apr-26,LB,GUARDIAN 007,DAIKIN,FWW 1800,FCU,,,,,,,,,,
447,4-Apr-26,LB,GUARDIAN 008,MCQUAY,MCC 40,FCU,,,,,,,,,,
448,4-Apr-26,LB,GUARDIAN 009,TRANE,HCCA 14,FCU,,kondisi evap sudah rebah,,,,,,,,
449,5-Apr-26,LB,KARADA,DAIKIN,FWW 1800,FCU,,tidak bisa buka filter di karena kan terhalang pipa chiller,,,,,,,,
450,8-Apr-26,LB,SAINT CINNAMON,TRANE,HFCA 14,FCU,,Bak Drain berkarat dan evap udah rebah,,,,,,,,
451,,LB,LLAOLLAO,TRANE,HFCA 12,FCU,,,,,,,,,,
452,8-Apr-26,LB,KOI THE,YORK,SBH 60 DW,FCU,,,,,,,,,,
453,8-Apr-26,LB,KAY COLLECTION,MCQUAY,MCW 40,FCU,,,,,,,,,,
454,4-Apr-26,LB,LOCK & LOCK,TRANE,HFCA 12,FCU,,Thermostat dalam keadaan rusak ,Penggantian Thermostat,,,,,,,
455,6-Apr-26,LB,BOOST JUICE,TRANE,HCCA 10,FCU,,,,,,,,,,
456,5-Apr-26,LB,PANORAMA TOURS,ITU,1400,FCU,,,,,,,,,,
457,4-Apr-26,LB,BASKIN ROBINS,TRANE,HFCA18,FCU,,caver evap kondisi sudah kropos,,,,,,,,
458,6-Apr-26,LB,SOUR SALLY,TRANE,HFCA 12,FCU,,,,,,,,,,
459,4-Apr-26,LB,BANH MI NGON,MCQUAY,MCC 30,FCU,,,,,,,,,,
460,4-Apr-26,LB,THE PAPER HOTEL,MCQUAY,MCC 60,FCU,,,,,,,,,,
461,8-Apr-26,LB,VINES / KOPI KENANGAN,MCQUAY,MCC 50,FCU,,,,,,,,,,
462,5-Apr-26,LB,SALADSTOP!,TRANE,HCCA 14,FCU,,,,,,,,,,
463,,LB,ORCHID FLOWERS,ITU,1200,FCU,,,,,,,,,,
464,4-Apr-26,LB,OGAWA 001,TRANE,HCCA 10,FCU,,,,,,,,,,
465,4-Apr-26,LB,OGAWA 002,MCQUAY,MCC 60,FCU,,,,,,,,,,
466,4-Apr-26,LB,HAGENDAZ 001,TRANE,HCCA 10,FCU,,,,,,,,,,
467,4-Apr-26,LB,HAGENDAZ 002,MCQUAY,MCC 40,FCU,,,,,,,,,,
468,,LB,SOME DIM SUM 001,YORK,HCCA 10,FCU,,,,,,,,,,
469,,LB,SOME DIM SUM 002,TRANE,HFCA 12,FCU,,,,,,,,,,
470,5-Apr-26,LB,RED & WHITE 001,MCQUAY,MCC 60,FCU,,,,,,,,,,
471,5-Apr-26,LB,RED & WHITE 002,MCQUAY,MCC 60,FCU,,,,,,,,,,
472,5-Apr-26,LB,RED & WHITE 003,MCQUAY,MCC 60,FCU,,,,,,,,,,
473,5-Apr-26,LB,OPI 001,TRANE,HFCA 12,FCU,,,,,,,,,,
474,5-Apr-26,LB,OPI 002,TRANE,HFCA 12,FCU,,,,,,,,,,
475,5-Apr-26,LB,OPI 003,TRANE,HFCA 12,FCU,,,,,,,,,,
476,5-Apr-26,LB,SKIN FOOD,ITU,1200,FCU,,"akses service sulit/sempit dan hanya bisa di lakukan pemakuman bak drain dan sedot line drain, u-trap tidak ada, water mur tidak ada dan Kondisi bak drain keropos. ","pergantian bak drain, ",,,,,,,
477,5-Apr-26,LB,WOOF!,TRANE,HCCA 10,FCU,,"akses service sulit/sempit dan hanya bisa di lakukan pemakuman bak drain dan line drain  bak drain keropos, filter udara tidak ada dan Water mur tidak ada. ","pergantian bak drain, ",,,,,,,
478,5-Apr-26,LB,HIGIENIS INDONESIA,ITU,1200,FCU,,,,,,,,,,
479,6-Apr-26,LB,STOP N GO,ITU,1200,FCU,, tidak ada akses untuk pemakuman di area nozzle dan filter udara tidak bisa di buka di karena kan terhalang pipa sprinkler,pengadaan manholle di area dekat nozzle supaya bisa di lakukan pemacuman di line drain dan nozzle nya,,,,,,,
480,5-Apr-26,LB,SESOTYA,ITU,1200,FCU,,,,,,,,,,
481,6-Apr-26,LB,TEH 63,ITU,1200,FCU,,,,,,,,,,
482,4-Mar-26,LB,CORRIDOR LIFT 1 - 2,ITU,1200,FCU,,,,,,,,,,
483,5-Apr-26,LB,TOILET ACAII,MCQUAY,MCC 50,FCU,,,,,,,,,,
484,22-Apr-26,L1,ZEGNA 001,MCQUAY,MCC 60,FCU,,,,,,,,,,
485,22-Apr-26,L1,ZEGNA 002,MCQUAY,MCC 50,FCU,,,,,,,,,,
486,22-Apr-26,L1,ZEGNA 003,MCQUAY,MCC 50,FCU,,,,,,,,,,
487,22-Apr-26,L1,ZEGNA 004,MCQUAY,MCC 50,FCU,,,,,,,,,,
488,22-Apr-26,L1,ZEGNA 005,YORK,MAC 75 DW,FCU,,,,,,,,,,
489,21-Apr-26,L1,BALENCIAGA 001,MCQUAY,MCC 60,FCU,,unit ac tidak terpasang motorize dan tidak di by pass,,,,,,,,
490,21-Apr-26,L1,BALENCIAGA 002,MCQUAY,MCC 60,FCU,,"area dekat unit ada bagian hollow ceiling yg tidak ada gantungan nya, AREA RAWAN INSIDENT RETAK CEILING ",penambahan gantungan hollow ceiling supaya tidak terjadi INSIDENT RETAK CEILING,,,,,,,
491,21-Apr-26,L1,BALENCIAGA 003,DAIKIN,DDB 50 BW,FCU,,,,,,,,,,
492,21-Apr-26,L1,BALENCIAGA 004,DAIKIN,DDB 60 BW,FCU,,,,,,,,,,
493,21-Apr-26,L1,BALENCIAGA 005,MCQUAY,MCC 60,FCU,,,,,,,,,,
494,6-Apr-26,L1,VERSACE 001,TRANE,HCCA 18,FCU,,,,,,,,,,
495,6-Apr-26,L1,VERSACE 002,MCQUAY,MDB 75,FCU,,,,,,,,,,
496,7-Apr-26,L1,BURBERRY 001,TRANE,HCCA 18,FCU,,,,,,,,,,
497,7-Apr-26,L1,BURBERRY 002,DAIKIN,DDB 60 BW,FCU,,,,,,,,,,
498,7-Apr-26,L1,BURBERRY 003,TRANE,HCCA 18,FCU,,,,,,,,,,
499,7-Apr-26,L1,BURBERRY 004,TRANE,HCCA 18,FCU,,,,,,,,,,
500,7-Apr-26,L1,BURBERRY 005,DAIKIN,DDB 60 BW,FCU,,,,,,,,,,
501,7-Apr-26,L1,BURBERRY 006,TRANE,HCCA 18,FCU,,,,,,,,,,
502,7-Apr-26,L1,BURBERRY 007,TRANE,HCCA 18,FCU,,,,,,,,,,
503,7-Apr-26,L1,CHLOE 001,DAIKIN,DDB 60 BW,FCU,,,,,,,,,,
504,7-Apr-26,L1,CHLOE 002,YORK,SBH 100 DW,FCU,,bak drain keropos,,,,,,,,
505,12-Apr-26,L1,MONDIAL 001,DAIKIN,DDB 60 BW,FCU,,cover body unit bagian bawah keropos/bolong dan tidak ada filter udara ,pengadaan filter udara dan cover body bagian bawah,,,,,,,
506,12-Apr-26,L1,MONDIAL 002,MCQUAY,MCC 60,FCU,,,,,,,,,,
507,12-Apr-26,L1,MONDIAL 003,TRANE,HCCA 24,FCU,,,,,,,,,,
508,6-Apr-26,L1,RIMOWA NEW,TRANE,HCCA 14,FCU,,,,,,,,,,
509,24-Apr-26,L1,PATEK PHILIPPE 001,YORK,SBH 50 DW,FCU,,,,,,,,,,
510,24-Apr-26,L1,PATEK PHILIPPE 002,YORK,SBH 60 DW,FCU,,,,,,,,,,
511,24-Apr-26,L1,PATEK PHILIPPE 003,YORK,SBH 60 DW,FCU,,,,,,,,,,
512,24-Apr-26,L1,PATEK PHILIPPE 004,YORK,SBH 50 DW,FCU,,,,,,,,,,
513,24-Apr-26,L1,PATEK PHILIPPE 005,YORK,YCW 1000,FCU,,,,,,,,,,
514,7-Apr-26,L1,LANVIN 001,DAIKIIN,DDB 50 BW,FCU,,,,,,,,,,
515,7-Apr-26,L1,LANVIN 002,DAIKIIN,DDB 50 BW,FCU,,akses sempit hanya bisa Vacum bak drain dan line drain,,,,,,,,
516,7-Apr-26,L1,LANVIN 003,MCQUAY,MCC 60,FCU,,,,,,,,,,
517,7-Apr-26,L1,LANVIN 004,TRANE,HCCA 18,FCU,,,,,,,,,,
518,25-Apr-26,L1,ROLEX 001,DAIKIN,DDB 50 BW,FCU,,,,,,,,,,
519,25-Apr-26,L1,ROLEX 002,DAIKIN,DDB 50 BW,FCU,,,,,,,,,,
520,25-Apr-26,L1,ROLEX 003,MCQUAY,MCC 50,FCU,,,,,,,,,,
521,9-Apr-26,L1,FENDI 001,DAIKIN,DDB 50 BW,FCU,,,,,,,,,,
522,9-Apr-26,L1,FENDI 002,TRANE,HCCA 18,FCU,,,,,,,,,,
523,9-Apr-26,L1,FENDI 003,MCQUAY,MCC 60,FCU,,,,,,,,,,
524,9-Apr-26,L1,FENDI 004,MCQUAY,MCC 60,FCU,,,,,,,,,,
525,9-Apr-26,L1,FENDI 005,MCQUAY,MCC 60,FCU,,,,,,,,,,
526,10-Apr-26,L1,SAINT LAURENT 001,DAIKIN,DDB 60 BW,FCU,,"akses ke pipa nozzle terlalu sulit frame tidak bisa di buka di karena kan terhalang pipa chiller dan box ductting, ",pengadaan manholle di samping unit area nozzle,,,,,,,
527,10-Apr-26,L1,SAINT LAURENT 002,DAIKIN,DDB 60 BW,FCU,,akses ke samping unit area nozzle terlalu sulit dan frame filter udara tidak bisa di buka di karena kan terhalang pipa chiller,engadaan manholle di samping unit area dekat nozzle,,,,,,,
528,10-Apr-26,L1,SAINT LAURENT 003,MCQUAY,MCC 40,FCU,,,,,,,,,,
529,10-Apr-26,L1,SAINT LAURENT 004,MCQUAY,MCC 50,FCU,,,,,,,,,,
530,7-Apr-26,L1,LOEWE 001,MCQUAY,MCC 60,FCU,,,,,,,,,,
531,7-Apr-26,L1,LOEWE 002,MCQUAY,MCC 60,FCU,,,,,,,,,,
532,8-Apr-26,L1,VALENTINO 001,TRANE,HCCA 24,FCU,,,,,,,,,,
533,8-Apr-26,L1,VALENTINO 002,TRANE,HCCA 24,FCU,,,,,,,,,,
534,9-Apr-26,L1,VALENTINO 003,TRANE,HCCA 14,FCU,,,,,,,,,,
535,9-Apr-26,L1,VALENTINO 004,DAIKIN,DDB 50 BW,FCU,,,,,,,,,,
536,9-Apr-26,L1,VALENTINO 005,DAIKIN,DDB 50 BW,FCU,,,,,,,,,,
537,9-Apr-26,L1,MONTBLANC 001,TRANE,HCCA 14,FCU,,,,,,,,,,
538,9-Apr-26,L1,MONTBLANC 002,DAIKIN,DDB 50 DW,FCU,,,,,,,,,,
539,8-Apr-26,L1,CHRISTIAN LOUBOUTIN 001,TRANE,HCCA 10,FCU,,,,,,,,,,
540,8-Apr-26,L1,CHRISTIAN LOUBOUTIN 002,TRANE,HCCA 10,FCU,,,,,,,,,,
541,8-Apr-26,L1,CHRISTIAN LOUBOUTIN 003,TRANE,HCCA 14,FCU,,"evaporator sebagian rebah, bak drain terhalang flexible dan pipa splingker, frame filter tidak ada, ",perbaikan/penyisiran evap dan pengadaan frame filter,,,,,,,
542,9-Apr-26,L1,CHRISTIAN LOUBOUTIN 004,DAIKIN,DDB 50 BW,FCU,,akses area service rawan insident retak ceiling karna gantungan hollow nya kurang kuat dan hollow nya ada yg tidak di sambung dan ada area ceiling yg sudah turun,memperkuat area akses service supaya tidak terjadi insident retak ceiling,,,,,,,
543,21-Apr-26,L1,BOTTEGA VENETA 001,MCQUAY,MCC 60,FCU,,"evaporator sudah pada rebah dan sambungan duct ting supply nya  sudah banyak tambalan metalizing, akses buka bak terlalu sempit, body unit keropos","ganti evaporator/ganti unit, 
Perbaikan/perapihan duct ting supply",,,,,,,
544,21-Apr-26,L1,BOTTEGA VENETA 002,TRANE,HCCA 18,FCU,,,,,,,,,,
545,21-Apr-26,L1,BOTTEGA VENETA 003,MCQUAY,MCC 60,FCU,,Evaporator bagian bawah sudah keropos,,,,,,,,
546,,L1,CHANEL PARFUM 001,YORK,YDFC 14,FCU,,,,,,,,,,
547,,L1,CHANEL PARFUM 002,YORK,YCW 600,FCU,,,,,,,,,,
548,,L1,CHANEL BOUTIQUE,YORK,YDFC 14,FCU,,,,,,,,,,
549,,L1,RODO 001,DAIKIN,SBH 50 DW,FCU,,,,,,,,,,
550,,L1,RODO 002,MCQUAY,MCC 40,FCU,,,,,,,,,,
551,,L1,RIMOWA 001,YORK,YCC 60,FCU,,,,,,,,,,
552,,L1,RIMOWA 002,YORK,YCC 60,FCU,,,,,,,,,,
553,,L1,BALLY 001,MCQUAY,MCC 60,FCU,,,,,,,,,,
554,,L1,BALLY 002,MCQUAY,MCC 60,FCU,,,,,,,,,,
555,,L1,BALLY 003,MCQUAY,MCC 60,FCU,,,,,,,,,,
556,,L1,BALLY 004,DAIKIN,DDB 60 BW,FCU,,,,,,,,,,
557,,L1,MISSONI 001,TRANE,HCCA 14,FCU,,,,,,,,,,
558,,L1,MISSONI 002,MCQUAY,MCC 60,FCU,,,,,,,,,,
559,,L1,JO MALONE,MCQUAY,MCC 60,FCU,,,,,,,,,,
560,,L1,LA MER,MCQUAY,MCC 60,FCU,,,,,,,,,,
561,10-Apr-26,L1,ELEMIS,TRANE,HCCA 10,FCU,,"akses untuk service evaporator supply tidak terjangkau dan sempit, 
Hanya di lakukan pemakuman bak drain dan sedot line drain",pengadaan manholle di area dekat evaporator supply,,,,,,,
562,27-Apr-26,L1,CARTIER 001,YORK,YCW 60,FCU,,akses untuk cleaning sempit,,,,,,,,
563,27-Apr-26,L1,CARTIER 002,YORK,YCW 60,FCU,,,,,,,,,,
564,,L1,MEMO PARIS,TRANE,HCCA 18,FCU,,,,,,,,,,
565,9-Apr-26,L1,LA PRAIRIE 001,TRANE,HCCA 18,FCU,,,,,,,,,,
566,9-Apr-26,L1,LA PRAIRIE 002,YORK,SBH 60,FCU,,,,,,,,,,
567,9-Apr-26,L1,TOD'S 001,YORK,SBH 60,FCU,,,,,,,,,,
568,9-Apr-26,L1,TOD'S 002,MCQUAY,MCC 60,FCU,,,,,,,,,,
569,9-Apr-26,L1,TOD'S 003,DAIKIN,,FCU,,,,,,,,,,
570,9-Apr-26,L1,TOD'S 004,MCQUAY,MCC 50,FCU,,,,,,,,,,
571,10-Apr-26,L1,OMEGA 001,DAIKIN,DDB 50 BW,FCU,,,,,,,,,,
572,10-Apr-26,L1,OMEGA 002,DAIKIN,DDB 50 BW,FCU,,,,,,,,,,
573,10-Apr-26,L1,JIMMY COO 001,MCQUAY,MCC 40,FCU,,,,,,,,,,
574,10-Apr-26,L1,JIMMY COO 002,MCQUAY,MCC 50,FCU,,body unit keropos di sudut samping evap area return,,,,,,,,
575,10-Apr-26,L1,JIMMY COO 003,DAIKIN,DDB 60 BW,FCU,,,,,,,,,,
576,10-Apr-26,L1,SERGIO ROSSI 001,DAIKIN,DDB 50 BW,FCU,,,,,,,,,,
577,10-Apr-26,L1,SERGIO ROSSI 002,TRANE,HCCA 10,FCU,,tidak dapat dilakukan pencucian epap di karenakan akses sempit/sulit di jangkau,,,,,,,,
578,20-Apr-26,L1,BVLGARI 001,TRANE,HCCA 18,FCU,,,,,,,,,,
579,20-Apr-26,L1,BVLGARI 002,YORK,SBH 60 DW,FCU,,,,,,,,,,
580,20-Apr-26,L1,BVLGARI 003,TRANE,HCCA 14,FCU,,,,,,,,,,
581,20-Apr-26,L1,BVLGARI 004,MCQUAY,MCC 60,FCU,,,,,,,,,,
582,20-Apr-26,L1,BVLGARI 005,MCQUAY,MCC 60,FCU,,,,,,,,,,
583,23-Apr-26,L1,BATHING APE 001,MCQUAY,MCC 60,FCU,,,,,,,,,,
584,23-Apr-26,L1,BATHING APE 002,YORK,YSB 60 DW,FCU,,,,,,,,,,
585,23-Apr-26,L1,BATHING APE 003,YORK,YCC 54,FCU,,,,,,,,,,
586,26-Apr-26,L1,BATHING APE 004,TRANE,HCCA 18,FCU,,,,,,,,,,
587,26-Apr-26,L1,BATHING APE 005,MCQUAY,MCC 50,FCU,,,,,,,,,,
588,11-Apr-26,L1,MAXMARA 001,MCQUAY,MCC 40,FCU,,,,,,,,,,
589,11-Apr-26,L1,MAXMARA 002,MCQUAY,MCC 60,FCU,,,,,,,,,,
590,11-Apr-26,L1,MAXMARA 003,MCQUAY,MCC 40,FCU,,,,,,,,,,
591,12-Apr-26,L1,MAXMARA 004,MCQUAY,MCC 50,FCU,,tidak ada filter udara dan evaporator bagian bawah rebah kondisi bak drain korosif ,pengadaan filter udara dan perbaikan/penyisiran evap yg rebah,,,,,,,
592,12-Apr-26,L1,MAXMARA 005,MCQUAY,MCC 40,FCU,,,,,,,,,,
593,5-Apr-26,L1,NESPRESSO 001,TRANE,HCCA 18,FCU,,,,,,,,,,
594,5-Apr-26,L1,NESPRESSO 002,DAIKIN,DDB 50 BW,FCU,,,,,,,,,,
595,11-Apr-26,L1,SHABU-SHABU HOUSE 001,DAIKIN,DDB 60 DW,FCU,,,,,,,,,,
596,11-Apr-26,L1,SHABU-SHABU HOUSE 002,DAIKIN,DDB 100 DW,FCU,,,,,,,,,,
597,11-Apr-26,L1,SHABU-SHABU HOUSE 003,YORK,SBH 100 DW,FCU,,"frame filter udara rusak, body unit keropos name flate unit tidak ada 
Model : trane HCCA 18 ",pergantian frame filter udara,,,,,,,
598,11-Apr-26,L1,SHABU-SHABU HOUSE 004,DAIKIN,DDB 50 BW,FCU,,,,,,,,,,
599,11-Apr-26,L1,SHABU-SHABU HOUSE 005,TRANE,HCCA 14,FCU,,evaporator bagian bawah rusak/keropos,,,,,,,,
600,,L1,LE COMPTOIR 001,YORK,SBH 100 DW,FCU,,,,,,,,,,
601,,L1,LE COMPTOIR 002,DAIKIN,DDB 60 BW,FCU,,,,,,,,,,
602,,L1,LE COMPTOIR 003,DAIKIN,DDB 100 BW,FCU,,,,,,,,,,
603,,L1,LE COMPTOIR 004,DAIKIN,DDB 100 BW,FCU,,,,,,,,,,
604,,L1,LE COMPTOIR 005,DAIKIN,DDB 60 BW,FCU,,,,,,,,,,
605,25-Apr-26,L1,BURGER & LOBSTER 001,DAIKIN,DDB 60 BW,FCU,,,,,,,,,,
606,25-Apr-26,L1,BURGER & LOBSTER 002,DAIKIN,DDB 60 BW,FCU,,,,,,,,,,
607,25-Apr-26,L1,BURGER & LOBSTER 003,DAIKIN,DDB 60 BW,FCU,,,,,,,,,,
608,25-Apr-26,L1,BURGER & LOBSTER 004,DAIKIN,DDB 100 BW,FCU,,,,,,,,,,
609,25-Apr-26,L1,BURGER & LOBSTER 005,DAIKIN,DDB 100 BW,FCU,,,,,,,,,,
610,25-Apr-26,L1,BURGER & LOBSTER 006,DAIKIN,DDB 60 DW,FCU,,,,,,,,,,
611,18-Apr-26,L1,BURGER & LOBSTER 007,DAIKIN,DDB 60 DW,FCU,,,,,,,,,,
612,18-Apr-26,L1,OSTERIA GIA 001,YORK,MAL 100 WDS,FCU,,,,,,,,,,
613,18-Apr-26,L1,OSTERIA GIA 002,YORK,MAL 100 WDS,FCU,,,,,,,,,,
614,8-Apr-26,L1,OSTERIA GIA 003,YORK,MAL 100 WDS,FCU,,,,,,,,,,
615,8-Apr-26,L1,CORK & SCREW 001,YORK,SBH 125,FCU,,,,,,,,,,
616,8-Apr-26,L1,CORK & SCREW 002,YORK,SBH 125,FCU,,,,,,,,,,
