. ,,,,,,,,,,,,,,,,
617,13-Apr-26,L1,CORK & SCREW 003,YORK,SBH 125,FCU,,"noda di evaporator membandel dan sudah ngeblok frame filter udara rusak dan tutup dop pipa CO tidak bisa di buka di karena kan sudah aus, sedot pipa nozzle terhalang pipa uben",pergantian tutup dop pipa CO dan perbaikan/pergantian frame filter udara,,,,,,,
618,13-Apr-26,L1,BAAN MAISE 001,DAIKIN,DDB 115 BW,FCU,,,,,,,,,,
619,13-Apr-26,L1,BAAN MAISE 002,DAIKIN,DDB 100 BW,FCU,,,,,,,,,,
620,13-Apr-26,L1,BAAN MAISE 003,DAIKIN,DDB 100 BW,FCU,,,,,,,,,,
621,13-Apr-26,L1,BAAN MAISE 004,DAIKIN,DDB 115 BW,FCU,,,,,,,,,,
622,16-Apr-26,L1,GODIVA,MCQUAY,MCC 60,FCU,,,,,,,,,,
623,17-Apr-26,L1,VENCHY,YORK,SBH 50 DW,FCU,,,,,,,,,,
624,17-Apr-26,L1,BACHA 001,YORK,SBH 60 DW,FCU,,,,,,,,,,
625,17-Apr-26,L1,BACHA 002,TRANE,HCCA 10,FCU,,,,,,,,,,
626,12-Apr-26,L1,BACHA 003,DAIKIN,DDB 50 DW,FCU,,,,,,,,,,
627,12-Apr-26,L1,COACH 001,MCQUAY,MCC 50,FCU,,,,,,,,,,
628,12-Apr-26,L1,COACH 002,DAIKIN,DDB 50 BW,FCU,,"evaporator bagian bawah rebah dan banyak lendir, filter udara tidak ada body unit area sudut dekat nozzle keropos",pengadaan filter udara,,,,,,,
629,12-Apr-26,L1,COACH 003,MCQUAY,MCC 50,FCU,,,,,,,,,,
630,19-Apr-26,L1,COACH 004,DAIKIN,DDB 50 BW,FCU,,,,,,,,,,
631,19-Apr-26,L1,TORRY BURCH 001,MCQUAY,MCC 50,FCU,,"frame filter udara tidak ada, filter udara tidak terpasang, evaporator noda membandel, dan  Motorized tidak terpasang",service pakai sabun sunlinght dan pengadaan frame filter udara dan pengadaan motorized,,,,,,,
632,19-Apr-26,L1,TORRY BURCH 002,TRANE,HCCA 14,FCU,,"evaporator ngeblok dan noda membandel evap bagian bawah sudah rusak dan body unit keropos/bolong, akses buka bak drain terhalang pipa chiller dan akses ke pipa nozzle terlalu sulit, tidak ada filter udara, tidak terpasang motorize dan by pass ","pengadaan frame filter udara, pengadaan motorize dan by pass, dan perbaikan body unit yg keropos/bolong",,,,,,,
633,19-Apr-26,L1,TORRY BURCH 003,YORK,SBH 100 DW,FCU,,"body unit korosif, tidak ada frame filter, akses buka bak terhalang pipa chiller, tidak terpasang motorize, isolasi pipa chiller sudah jenuh dan sudah ada yg robek, noda di evap membandel ","pengadaan frame filter udara, pengadaan motorize, perbarikan/penggantian isolasi pipa chiller yg sudah jenuh/robek",,,,,,,
634,12-Apr-26,L1,TORRY BURCH 004,MCQUAY,MCC 60,FCU,,,,,,,,,,
635,12-Apr-26,L1,HUBLOT 001,MCQUAY,MCC 60,FCU,,,,,,,,,,
636,16-Apr-26,L1,HUBLOT 002,MCQUAY,MCC 60,FCU,,,,,,,,,,
637,10-Apr-26,L1,RANGE ROVER,TRANE,HCCA 24,FCU,,,,,,,,,,
638,10-Apr-26,L1,BERLUTI 01,DAIKIN,DDB 75 BW,FCU,,,,,,,,,,
639,10-Apr-26,L1,BERLUTI 02,DAIKIN,DDB 60 BW,FCU,,,,,,,,,,
640,27-Apr-26,L1,BERLUTI 03,TRANE,HCCA 18,FCU,,,,,,,,,,
641,,L1,TAG HEUER,DAIKIN,DDB 50 BW,FCU,,,,,,,,,,
642,,L1,CHANEL TEMPORARY 001,TRANE,HCCA 10,FCU,,,,,,,,,,
643,,L1,CHANEL TEMPORARY 002,TRANE,HCCA 10,FCU,,,,,,,,,,
644,,L1,STARBUCKS 001,DAIKIN,DDB 50 BW,FCU,,,,,,,,,,
645,,L1,STARBUCKS 002,MCQUAY,MCC 60,FCU,,,,,,,,,,
646,,L1,STARBUCKS 003,MCQUAY,MCC 60,FCU,,,,,,,,,,
647,,L1,STARBUCKS 004,TRANE,HCCA 10,FCU,,,,,,,,,,
648,11-Apr-26,L1,STARBUCKS 005,DAIKIN,DDB 50 BW,FCU,,,,,,,,,,
649,11-Apr-26,L1,RICHARD MILLE 001,TRANE,HCCA 14,FCU,,bak drain korosi,,,,,,,,
650,12-Apr-26,L1,RICHARD MILLE 002,DAIKIN,DDB 50 BW,FCU,,terjadi insident lampu service jatuh..dan mengenai karpet meja Tenant ..,,,,,,,,
651,12-Apr-26,L1,CHOPARD 001,DAIKIN,DDB 50 BW,FCU,,,,,,,,,,
652,,L1,CHOPARD 002,DAIKIN,DDB 50 BW,FCU,,,,,,,,,,
653,,L1,ALEXANDER MCQUEEN 001,TRANE,HCCA 18,FCU,,,,,,,,,,
654,,L1,ALEXANDER MCQUEEN 002,TRANE,HCCA 18,FCU,,,,,,,,,,
655,14-Apr-26,L1,ALEXANDER MCQUEEN 003,YORK,SBH 60 DW,FCU,,,,,,,,,,
656,14-Apr-26,L1,THE TIME PLACE 001,TRANE,HCCA 24,FCU,,,,,,,,,,
657,14-Apr-26,L1,THE TIME PLACE 003,TRANE,HCCA 24,FCU,,,,,,,,,,
658,14-Apr-26,L1,THE TIME PLACE 004,DAIKIN,DDB75BW,FCU,,,,,,,,,,
659,14-Apr-26,L1,THE TIME PLACE 005,YORK,SBH 60 DW,FCU,,,,,,,,,,
660,14-Apr-26,L1,THE TIME PLACE 006,YORK,YCC 60 C,FCU,,,,,,,,,,
661,16-Apr-26,L1,THE TIME PLACE 007,TRANE,HCCA 24,FCU,,,,,,,,,,
662,20-Apr-26,L1,SAINT LAURENT BEAUTY,DAIKIN,DDB 60 BW,FCU,,,,,,,,,,
663,20-Apr-26,L1,DOLCE & GABBANA,TRANE,HCCA 18,FCU,,,,,,,,,,
664,12-Apr-26,L1,SISLEY,DAIKIN,DDB 60 DW,FCU,,,,,,,,,,
665,12-Apr-26,L1,SALVATORE FERRAGAMO 001,TRANE,HCCA 24,FCU,,,,,,,,,,
666,12-Apr-26,L1,SALVATORE FERRAGAMO 002,TRANE,HCCA 24,FCU,,,,,,,,,,
667,,L1,SALVATORE FERRAGAMO 003,DAIKIN,DDB 75 BW,FCU,,,,,,,,,,
668,9-Apr-26,L1,TIFFANY & CO,YORK,SBH 60 DW,FCU,,,,,,,,,,
669,5-Apr-26,L1,CORR. LIFT 1 - 2,ITU,1200,FCU,,,,,,,,,,
670,5-Apr-26,L1,R. FCC,MCQUAY,MCC 50,FCU,,,,,,,,,,
671,5-Apr-26,L1,R. PANEL NW / R. MS 001,MCQUAY,MCC 30,FCU,,,,,,,,,,
672,5-Apr-26,L1,R. PANEL NW / R. MS 002,TRANE,HCCA 18,FCU,,,,,,,,,,
673,,L1,R. PANEL NW / R. MS 003,YORK,YSB 60 DW,FCU,,"akses service rawan insident, akses buka bak terlalu sempit, tidak ada catwalk dan jarak antara gantungan hollow ceilling terlalu jauh",memperkuat gantungan ceilling dan pengadaan catwalk,,,,,,,
674,27-Apr-26,L1,TOILET STARBUCK,MCQUAY,MCC 60,FCU,,tidak bisa lakukan service evap dalam akses sempit dan Komdisi flexible sudah rusak,,,,,,,,
675,26-Apr-26,L1,TOILET MAXMARA,MCQUAY,MCC 60,FCU,,"evaporator return dan supply noda membandel dan bejamur, body unit kerpos di area return",service pakai sabun sunlight,,,,,,,
676,26-Apr-26,L1,CORRIDOR TIMUR 01,DAIKIN,SBH 100 BW,FCU,,,,,,,,,,
677,26-Apr-26,L1,CORRIDOR TIMUR 02,DAIKIN,SBH 100 BW,FCU,,,,,,,,,,
678,3-Apr-26,L1,CORRIDOR TIMUR 03,YORK,SBH 100 DW,FCU,,,,,,,,,,
679,03 April 2026,L1,GUCCI 001,MCQUAY,MDB 75,FCU,,"evaporator noda membandel 
        : dan filter udara sebelum nya tidak terpasang dan bak drain area dekat nozzle keropos",,,,,,,,
680,03 April 2026,L1,GUCCI 002,MCQUAY,MDB 75,FCU,," evaporator noda membandel, body unit keropos", pengadaan bak temporary,,,,,,,
681,03 April 2026,L1,GUCCI 003,MCQUAY,MDB 75,FCU,,,,,,,,,,
682,03 April 2026,L1,GUCCI 004,YORK,YCC 60,FCU,,evaporator sebagian rebah,,,,,,,,
683,03 April 2026,L1,GUCCI 005,DAIKIN,DDB 50 BW,FCU,,,,,,,,,,
684,03 April 2026,L1,GUCCI 006,MCQUAY,MCC 60,FCU,,tidak ada motorized,,,,,,,,
685,21 April 2026,L1,GUCCI 007,TRANE,HCCA 18,FCU,,tidak ada motorized,,,,,,,,
686,21-Apr-26,L1,BISTRO BARON 001,TRANE,HCCA 18,FCU,,,,,,,,,,
687,,L1,BISTRO BARON 002,TRANE,HCCA 24,FCU,,,,,,,,,,
688,,L1,CELINE 001,MCQUAY,MCC 30,FCU,,,,,,,,,,
689,,L1,CELINE 002,MCQUAY,MCC 60,FCU,,,,,,,,,,
690,13-Apr-26,L1,CELINE 003,MCQUAY,MCC 60,FCU,,,,,,,,,,
691,13-Apr-26,L1,FAURE LE PAGE 001,MCQUAY,MCC 60,FCU,,,,,,,,,,
692,13-Apr-26,L1,FAURE LE PAGE 002,YORK,SBH 60 DW,FCU,,,,,,,,,,
693,14-Apr-26,L1,FAURE LE PAGE 003,DAIKIN,DDB 60 BW,FCU,,,,,,,,,,
694,19-Apr-26,L1,FAURE LE PAGE 004,MCQUAY,MCC 30,FCU,,,,,,,,,,
695,13-Apr-26,L1,LADERACH,MCQUAY,MCW 1200,FCU,,,,,,,,,,
696,13-Apr-26,L1,LONGCHAMP 001,TRANE,HCCA 24,FCU,,,,,,,,,,
697,13-Apr-26,L1,LONGCHAMP 002,TRANE,HCCA 18,FCU,,,,,,,,,,
698,13-Apr-26,L1,JADE 001,TRANE,HCCA 24,FCU,,,,,,,,,,
699,13-Apr-26,L1,JADE 002,TRANE,HCCA 24,FCU,,,,,,,,,,
700,13-Apr-26,L1,JADE 003,TRANE,HCCA 24,FCU,,,,,,,,,,
701,13-Apr-26,L1,JADE 004,TRANE,HCCA 24,FCU,,,,,,,,,,
702,,L1,JADE 005,TRANE,HCCA 24,FCU,,,,,,,,,,
703,29-Apr-26,L1,MD DERMATIC,TRANE,HCCA 24,FCU,,,,,,,,,,
704,29-Apr-26,L1,PELLEGRINIS 001,TRANE,HCCA 24,FCU,,,,,,,,,,
705,29-Apr-26,L1,PELLEGRINIS 002,TRANE,HCCA 24,FCU,,,,,,,,,,
706,29-Apr-26,L1,PELLEGRINIS 003,TRANE,HCCA 24,FCU,,,,,,,,,,
707,29-Apr-26,L1,PELLEGRINIS 004,TRANE,HCCA 24,FCU,,"evaporator noda membandel dan tidak terpasang filter udara 
Body unit keropos ",service pakai sabun sunlight dan pendaan filter udara,,,,,,,
708,15-Apr-26,L1,PELLEGRINIS 005,TRANE,HCCA 24,FCU,,,,,,,,,,
709,15-Apr-26,L1,BOSS 001,DAIKIN,DDB 50 BW,FCU,,,,,,,,,,
710,15-Apr-26,L1,BOSS 002,TRANE,HCCA 24,FCU,,,,,,,,,,
711,15-Apr-26,L1,BOSS 003,TRANE,HCCA 24,FCU,,,,,,,,,,
712,15-Apr-26,L1,BOSS 004,TRANE,HCCA 18,FCU,,,,,,,,,,
713,15-Apr-26,L1,BOSS 005,TRANE,HCCA 14,FCU,,,,,,,,,,
714,15-Apr-26,L1,BOSS 006,TRANE,HCCA 10,FCU,,,,,,,,,,
715,15-Apr-26,L1,BOSS 007,TRANE,HCCA 24,FCU,,,,,,,,,,
716,15-Apr-26,L1,FORE,YORK,SBH 100 DW,FCU,,,,,,,,,,
717,,L1,CORIDOR ESC THAMRIN PIE,MC QUAY,MCC 60,FCU,,,,,,,,,,
718,16-Apr-26,L1,"CORIDOR LIFT BARANG S1,S2",MCQUAY,MCC 60,FCU,,,,,,,,,,
719,16-Apr-26,L4,C&F 01,MCQUAY,MDB 75,FCU,,,,,,,,,,
720,,L4,C&F 02,MCQUAY,MCC 40,FCU,,,,,,,,,,
721,18-Apr-26,L4,BATEEQ,MCQUAY,MCC 60,FCU,,,,,,,,,,
722,18-Apr-26,L4,LOVE & FLAIR 001,MCQUAY,MCC 40,FCU,,,,,,,,,,
723,18-Apr-26,L4,LOVE & FLAIR 002,MCQUAY,MDB 75,FCU,,,,,,,,,,
724,18-Apr-26,L4,LOVE & FLAIR 003,MCQUAY,MDB 75,FCU,,,,,,,,,,
725,16-Apr-26,L4,RELX,MCQUAY,MCC 60,FCU,,,,,,,,,,
726,16-Apr-26,L4,CRIOLLO 001,MCQUAY,MDB 75,FCU,,,,,,,,,,
727,16-Apr-26,L4,CRIOLLO 002,MCQUAY,MDB 75,FCU,,,,,,,,,,
728,17-Apr-26,L4,CRIOLLO 003,MCQUAY,MDB 75,FCU,,,,,,,,,,
729,17-Apr-26,L4,SHU GUO YIN XIANG 001,MCQUAY,MDB 75,FCU,,,,,,,,,,
730,17-Apr-26,L4,SHU GUO YIN XIANG 002,MCQUAY,MDB 75,FCU,,,,,,,,,,
731,17-Apr-26,L4,SHU GUO YIN XIANG 003,MCQUAY,MDB 75,FCU,,,,,,,,,,
732,17-Apr-26,L4,SHU GUO YIN XIANG 004,MCQUAY,MDB 75,FCU,,,,,,,,,,
733,17-Apr-26,L4,SHU GUO YIN XIANG 005,MCQUAY,MDB 75,FCU,,,,,,,,,,
734,17-Apr-26,L4,SHU GUO YIN XIANG 006,MCQUAY,MCC 60,FCU,,,,,,,,,,
735,17-Apr-26,L4,SHU GUO YIN XIANG 007,MCQUAY,MCC 60,FCU,,,,,,,,,,
736,17-Apr-26,L4,SHU GUO YIN XIANG 008,TRANE,HCCA 14,FCU,,,,,,,,,,
737,17-Apr-26,L4,SHU GUO YIN XIANG 009,TRANE,HCCA 24,FCU,,,,,,,,,,
738,17-Apr-26,L4,SHU GUO YIN XIANG 010,MC QUAY,MCC 50,FCU,,,,,,,,,,
739,19-Apr-26,L4,SHU GUO YIN XIANG 011,TRANE,HCCA 18,FCU,,,,,,,,,,
740,16-Apr-26,L4,TOUCH UP,ITU,1400,FCU,,,,,,,,,,
741,16-Apr-26,L4,CLAUDE 001,MCQUAY,MCC 50,FCU,,,,,,,,,,
742,14-Apr-26,L4,CLAUDE 002,MCQUAY,MDB 75,FCU,,,,,,,,,,
743,14-Apr-26,L4,DUMA 001,MCQUAY,MCC 60,FCU,,,,,,,,,,
744,16-Apr-26,L4,DUMA 002,MCQUAY,MCC 60,FCU,,,,,,,,,,
745,16-Apr-26,L4,COTTONINK 001,TRANE,HCCA 14,FCU,,,,,,,,,,
746,16-Apr-26,L4,COTTONINK 002,MC QUAY,MDB 75,FCU,,,,,,,,,,
747,18-Apr-26,L4,LUCY HOUSE,MCQUAY,MCC 60,FCU,,,,,,,,,,
748,19-Apr-26,L4,FRANK GREEN,TRANE,HCCA 14,FCU,,,,,,,,,,
749,14-Apr-26,L4,NOVERE,MCQUAY,MCC 50,FCU,,,,,,,,,,
750,14-Apr-26,L4,LIFE WORK 001,MCQUAY,MCC 50,FCU,,,,,,,,,,
751,,L4,LIFE WORK 002,MCQUAY,MCC 40,FCU,,,,,,,,,,
752,21-Apr-26,L4,GLAM ON,MCQUAY,MDB 75,FCU,,,,,,,,,,
753,21-Apr-26,L4,TALENTA EXIHITION 001,MCQUAY,MDB 75,FCU,,unit keadaan mati,,,,,,,,
754,21-Apr-26,L4,TALENTA EXIHITION 002,MCQUAY,MDB 75,FCU,,unit keadaan mati,,,,,,,,
755,21-Apr-26,L4,TALENTA EXIHITION 003,MCQUAY,MCC 30,FCU,,,,,,,,,,
756,21-Apr-26,L4,TALENTA EXIHITION 004,MCQUAY,MDB 75,FCU,,"kondisi motor sebelum nya sudah mati dan motor nya juga sudah korosif bagian dalam nya, Fram filter tidak ada,  evaporator kondisi kering valve tertutup, pipa line drain tidak ter isolasi insulflex,, Belum sempat di lakukan pengecekan penyebab ac mati secara menyeluruh di karena kan waktu tidak mencukupi",pengecekan ac mati lebih lanjut dan  isolasi pada pipa line drain yg tidak ter isolasi insulflex,,,,,,,
757,21-Apr-26,L4,TALENTA EXIHITION 005,MCQUAY,MDB 75,FCU,,"kondisi unit ac sebelum nya sudah mati, evaporator kering valve tertutup dan motorize tidak ter konek ke kabel power, Frame filter udara tidak bisa di buka terhalang pipa chiller, Belum sempat di lakukan pengecekan lebih lanjut di karenakan waktu tidak mencukupi ",,,,,,,,
758,16-Apr-26,L4,TALENTA EXIHITION 006,MCQUAY,MDB 75,FCU,,,,,,,,,,
759,16-Apr-26,L4,STRAWBERI LIT 001,MCQUAY,MDB 75,FCU,,,,,,,,,,
760,14-Apr-26,L4,STRAWBERI LIT 002,MCQUAY,MDB 75,FCU,,,,,,,,,,
761,14-Apr-26,L4,"D""HEADLINE 01",MCQUAY,MDB 75,FCU,,"frame filter nya tidak ada, dan 1 unit motor putaran nya lemah, noda di evap membandel ",pengadaan frame filter udara dan pengecekan lebih lanjut pada motor yg lemah,,,,,,,
762,14-Apr-26,L4,"D""HEADLINE 02",MCQUAY,MDB 75,FCU,,,,,,,,,,
763,14-Apr-26,L4,"D""HEADLINE 03",MCQUAY,MDB 75,FCU,,"frame filter udara tidak ada, body unit keropos",pengadaan frame filter udara dan bak temporary,,,,,,,
764,6-Apr-26,L4,"D""HEADLINE 04",MCQUAY,MDB 75,FCU,,,,,,,,,,
765,6-Apr-26,L4,PRIMA FIT 001,MCQUAY,MDB 75,FCU,,,,,,,,,,
766,6-Apr-26,L4,PRIMA FIT 002,MCQUAY,MDB 75,FCU,,,,,,,,,,
767,6-Apr-26,L4,PRIMA FIT 003,MCQUAY,MCC 60,FCU,,,,,,,,,,
768,28-Apr-26,L4,PRIMA FIT 004,MCQUAY,MCC 50,FCU,,,,,,,,,,
769,18-Apr-26,L4,BNI,TRANE,HCCA 24,FCU,,,,,,,,,,
770,18-Apr-26,L4,"CORIDOR LIFT BARANG S1,S2 001",MCQUAY,MCC 60,FCU,,,,,,,,,,
771,28-Apr-26,L4,"CORIDOR LIFT BARANG S1,S2 002",MCQUAY,MCC 30,FCU,,,,,,,,,,
772,28-Apr-26,L4,CARAMELO 001,MCQUAY,MDB 75,FCU,,,,,,,,,,
773,27-Apr-26,L4,CARAMELO 002,MCQUAY,MDB 75,FCU,,keadaan unit AC motor fan hanya menyala satu,,,,,,,,
774,17-Apr-26,L4,STARBUCKS,MCQUAY,MCC 30,FCU,,,,,,,,,,
775,17-Apr-26,L4,ARRAY 001,MCQUAY,MDB 75,FCU,,,,,,,,,,
776,18-Apr-26,L4,ARRAY 002,MCQUAY,MCC 60,FCU,,,,,,,,,,
777,18-Apr-26,L4,ARTKEA 01,MC QUAY,MCC 40,FCU,,,,,,,,,,
778,18-Apr-26,L4,ARTKEA 02,TRANE,HCCA 18,FCU,,,,,,,,,,
779,18-Apr-26,L4,ARTKEA 03,YORK,MAC 60 DW,FCU,,,,,,,,,,
780,18-Apr-26,L4,ARTKEA 04,YORK,SBH 100 DW,FCU,,,,,,,,,,
781,20-Apr-26,L4,ARTKEA 05,MC QUAY,MCC 30,FCU,,,,,,,,,,
782,20-Apr-26,L4,BUTTON SCARVES 001,MCQUAY,MDB 75,FCU,,,,,,,,,,
783,20-Apr-26,L4,BUTTON SCARVES 002,MCQUAY,MDB 75,FCU,,,,,,,,,,
784,20-Apr-26,L4,BUTTON SCARVES 003,MCQUAY,MDB 75,FCU,,,,,,,,,,
785,20-Apr-26,L4,BUTTON SCARVES 004,MCQUAY,MDB 75,FCU,,,,,,,,,,
786,19-Apr-26,L4,BUTTON SCARVES 005,MCQUAY,MDB 75,FCU,,,,,,,,,,
787,19-Apr-26,L5,EAT LAH 001,MCQUAY,MDB 75,FCU,,,,,,,,,,
788,22-Apr-26,L5,EAT LAH 002,TRANE,HCCA 10,FCU,,,,,,,,,,
789,22-Apr-26,L5,CAFÉ BETAWI 001,MCQUAY,MCC 60,FCU,,,,,,,,,,
790,22-Apr-26,L5,CAFÉ BETAWI 002,MCQUAY,MDB 75,FCU,,,,,,,,,,
791,14-Apr-26,L5,CAFÉ BETAWI 003,MCQUAY,MCC 30,FCU,,,,,,,,,,
792,14-Apr-26,L5,STEAK 21 001,MCQUAY,MDB 75,FCU,,,,,,,,,,
793,14-Apr-26,L5,STEAK 21 002,MCQUAY,MDB 75,FCU,,,,,,,,,,
794,14-Apr-26,L5,STEAK 21 003,DAIKIN,DDB 100 BW,FCU,,,,,,,,,,
795,14-Apr-26,L5,STEAK 21 004,DAIKIN,DDB 100 BW,FCU,,,,,,,,,,
796,22-Apr-26,L5,STEAK 21 005,MCQUAY,MCC 30,FCU,,,,,,,,,,
797,22-Apr-26,L5,MO - MO PARADISE 001,MCQUAY,MCC 60,FCU,,,,,,,,,,
798,22-Apr-26,L5,MO - MO PARADISE 002,MCQUAY,MCC 40,FCU,,,,,,,,,,
799,23-Apr-26,L5,MO - MO PARADISE 003,MCQUAY,MDB 75,FCU,,,,,,,,,,
800,23-Apr-26,L5,MO - MO PARADISE 004,MCQUAY,MDB 75,FCU,,,,,,,,,,
801,23-Apr-26,L5,MO - MO PARADISE 005,MCQUAY,MDB 75,FCU,,,,,,,,,,
802,23-Apr-26,L5,MO - MO PARADISE 006,MCQUAY,MDB 75,FCU,,,,,,,,,,
803,23-Apr-26,L5,GION 001,MCQUAY,MCC 40,FCU,,,,,,,,,,
804,23-Apr-26,L5,GION 002,MCQUAY,MCC 60,FCU,,,,,,,,,,
805,23-Apr-26,L5,GION 003,MCQUAY,MCC 60,FCU,,,,,,,,,,
806,23-Apr-26,L5,GION 004,MCQUAY,MDB 75,FCU,,,,,,,,,,
807,22-Apr-26,L5,GION 005,MCQUAY,MDB 75,FCU,,,,,,,,,,
808,22-Apr-26,L5,SATE KHAS SENAYAN 001,MCQUAY,MCC 60,FCU,,,,,,,,,,
809,22-Apr-26,L5,SATE KHAS SENAYAN 002,MCQUAY,MDB 75,FCU,,,,,,,,,,
810,24-Apr-26,L5,SATE KHAS SENAYAN 003,MCQUAY,MDB 75,FCU,,,,,,,,,,
811,24-Apr-26,L5,ZENBU 001,MCQUAY,MDB 75,FCU,,,,,,,,,,
812,24-Apr-26,L5,ZENBU 002,MCQUAY,MCC 40,FCU,,,,,,,,,,
813,24-Apr-26,L5,ZENBU 003,MCQUAY,MCC 40,FCU,,,,,,,,,,
814,28-Apr-26,L5,ZENBU 004,DAIKIN,,FCU,,,,,,,,,,
815,15-Apr-26,L5,SEIROCK-YA RAMEN,MCQUAY,MCC 60,FCU,,"evaporator noda kering, tidak ada Filter udara, dan membandel, body unit keropos, dan Akses buka bak drain terhalang pipa springkler",Pengadaan Filter udara (Stok sudah habis),,,,,,,
816,15 April 2026,L5,SUSHI-TEI 001,MCQUAY,MDB 75,FCU,,"frame filter udara tidak ada dan evap noda membandel,                                                     Rekomendasi : pengadaan frame filter udara",,,,,,,,
817,15 April 2026,L5,SUSHI-TEI 002,MCQUAY,MDB 75,FCU,,,,,,,,,,
818,15 April 2026,L5,SUSHI-TEI 003,MCQUAY,MDB 75,FCU,,,,,,,,,,
819,15 April 2026,L5,SUSHI-TEI 004,MCQUAY,MDB 75,FCU,,,,,,,,,,
820,24 April 2026,L5,SUSHI-TEI 005,TRANE,HCCA 24,FCU,,,,,,,,,,
821,24-Apr-26,L5,ISHIGAMAYA 001,MCQUAY,MDB 75,FCU,,,,,,,,,,
822,24-Apr-26,L5,ISHIGAMAYA 002,MCQUAY,MCC 30,FCU,,,,,,,,,,
823,24-Apr-26,L5,ISHIGAMAYA 003,MCQUAY,MDB 75,FCU,,,,,,,,,,
824,24-Apr-26,L5,ISHIGAMAYA 004,MCQUAY,MDB 75,FCU,,,,,,,,,,
825,24-Apr-26,L5,ISHIGAMAYA 005,MCQUAY,MDB 75,FCU,,,,,,,,,,
826,29-Apr-26,L5,ISHIGAMAYA 006,MCQUAY,MDB 75,FCU,,,,,,,,,,
827,29-Apr-26,L5,TERAS BY PLATARAN,TRANE,HCCA 24,FCU,,nampan bak drain sudah kropos TRANE HCCA 24,Penggantian Bak Drain TRANE HCCA 24,,,,,,,
828,,L5,WOLFGANG 001,TRANE,HCCA 24,FCU,,,,,,,,,,
829,,L5,WOLFGANG 002,TRANE,HCCA 24,FCU,,,,,,,,,,
830,,L5,WOLFGANG 003,TRANE,HCCA 24,FCU,,,,,,,,,,
831,,L5,WOLFGANG 004,DAIKIN,DDB 115 BW,FCU,,,,,,,,,,
832,,L5,WOLFGANG 005,DAIKIN,DDB 115 BW,FCU,,,,,,,,,,
833,,L5,WOLFGANG 006,DAIKIN,DDB 115 BW,FCU,,,,,,,,,,
834,27-Apr-26,L5,CORRIDOR LIFT BARANG S1 & S2,MCQUAY,MCC 40,FCU,,,,,,,,,,
835,27-Apr-26,L5,CORRIDOR GOWORK,MCQUAY,MCC 50,FCU,,,,,,,,,,
836,24-Apr-26,L5,NIKA,YORK,SBH 60 DW,FCU,,,,,,,,,,
837,,L5,WAREHOUSE 001,YORK,SBH 100 DW,FCU,,,,,,,,,,
838,,L5,WAREHOUSE 002,YORK,SBH 100 DW,FCU,,,,,,,,,,
839,,L5,WAREHOUSE 003,YORK,SBH 100 DW,FCU,,,,,,,,,,
840,,L5,WAREHOUSE 004,YORK,SBH 100 DW,FCU,,,,,,,,,,
841,,L5,WAREHOUSE 005,YORK,SBH 100 DW,FCU,,,,,,,,,,
842,,L5,WAREHOUSE 006,YORK,SBH 100 DW,FCU,,,,,,,,,,
843,23-Apr-26,L5,BATAVORUM BARBERIA,TRANE,HCCA 18,FCU,,,,,,,,,,
844,24-Apr-26,L5,WEE NAM KEE 001,MCQUAY,MDB 75,FCU,,,,,,,,,,
845,24-Apr-26,L5,WEE NAM KEE 002,MCQUAY,MCC 30,FCU,,,,,,,,,,
846,24-Apr-26,L5,WEE NAM KEE 003,MCQUAY,MCC 60,FCU,,,,,,,,,,
847,23-Apr-26,L5,MACANRIA,MCQUAY,MCC 50,FCU,,,,,,,,,,
848,24-Apr-26,L5,DENTAL,MCQUAY,MCC 60,FCU,,,,,,,,,,
849,22-Apr-26,L5,JAKARTA DERMATOLOGI 001,MCQUAY,MCC 60,FCU,,,,,,,,,,
850,22-Apr-26,L5,JAKARTA DERMATOLOGI 002,MCQUAY,MCC 60,FCU,,,,,,,,,,
851,23-Apr-26,L5,CHOPSTIX 001,MCQUAY,MCC 40,FCU,,,,,,,,,,
852,23-Apr-26,L5,CHOPSTIX 002,MCQUAY,MCC 60,FCU,,,,,,,,,,
853,,L6,CORRIDOR CINEMA XXI 001,MCQUAY,MDB 75,FCU,,,,,,,,,,
854,,L6,CORRIDOR CINEMA XXI 002,MCQUAY,MDB 75,FCU,,,,,,,,,,
855,,L6,CORRIDOR CINEMA XXI 003,MCQUAY,MDB 75,FCU,,"noda di evap membandel,,motor fan hanya satu yang menyala",,,,,,,,
856,,L6,GANARA ART GALERY 001,TRANE,HCCA 10,FCU,,,,,,,,,,
857,,L6,GANARA ART GALERY 002,TRANE,HCCA 10,FCU,,,,,,,,,,
858,,L6,GANARA ART GALERY 003,TRANE,HFCA 12,FCU,,,,,,,,,,
859,,L6,GANARA ART GALERY 004,YORK,HCCA 12,FCU,,,,,,,,,,